Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,target,tenure_ratio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
41,465,14,3,1,2451,4,12,13,2,9,8,1,8,0,0.6923076923076923,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30,1339,5,3,2,9419,2,12,12,2,10,9,7,4,0,0.8333333333333334,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,702,1,4,1,8686,4,22,12,2,8,3,0,7,0,0.6666666666666666,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,120,6,5,3,3038,3,20,8,2,5,4,1,4,0,0.625,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27,1157,17,3,3,3058,0,16,6,3,5,2,1,1,0,0.8333333333333334,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
19,602,1,1,3,2325,0,21,1,5,0,0,0,0,1,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36,1480,3,2,4,2088,4,12,13,3,8,7,7,2,0,0.6153846153846154,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
30,111,9,3,3,3072,1,11,12,4,12,9,6,10,0,1.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
45,1268,4,2,3,5006,4,11,9,3,5,4,0,3,0,0.5555555555555556,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
56,713,8,3,3,4257,4,18,19,3,2,2,2,2,0,0.10526315789473684,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,134,2,3,3,2500,0,14,4,2,3,1,0,2,0,0.75,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
19,303,2,3,2,1102,1,22,1,3,1,0,1,0,1,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
46,526,1,2,2,10453,1,25,24,2,24,13,15,7,0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,1380,9,2,3,2288,1,12,2,3,2,2,2,1,0,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,140,12,1,3,3929,8,23,7,0,4,2,0,2,0,0.5714285714285714,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
34,629,27,2,4,2311,2,15,9,3,3,2,1,2,0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41,1356,20,2,2,3140,1,22,4,5,4,3,0,2,1,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
50,328,1,3,3,3690,2,15,5,2,3,2,0,2,0,0.6,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
53,1084,13,2,4,4450,1,11,5,3,4,2,1,3,0,0.8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,931,14,3,4,2756,1,13,8,5,8,7,1,6,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,989,4,1,4,19033,1,14,21,2,20,8,9,9,0,0.9523809523809523,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55,692,14,4,3,18722,8,11,36,3,24,15,2,15,0,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
34,1069,2,1,4,9547,1,17,10,2,10,9,1,9,0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
51,313,3,3,4,13734,3,18,21,6,7,7,1,0,0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,699,1,4,3,19999,0,14,34,5,33,18,11,9,0,0.9705882352941176,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
27,894,9,3,4,2279,1,16,7,2,7,7,0,3,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,556,23,2,2,5916,3,13,8,1,1,0,0,1,1,0.125,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
43,1344,7,3,4,2089,4,14,7,3,5,4,2,2,0,0.7142857142857143,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
45,1195,2,2,1,16792,9,23,22,1,20,8,11,8,0,0.9090909090909091,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
37,290,21,3,2,3564,1,12,8,3,8,7,1,7,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
35,138,2,3,2,4425,5,11,10,5,6,2,1,2,0,0.6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,926,21,2,3,5265,2,16,11,5,5,3,0,2,0,0.45454545454545453,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,1261,2,4,4,6553,9,14,14,3,1,0,0,0,0,0.07142857142857142,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
38,1084,29,3,4,6261,3,18,9,3,7,7,1,7,0,0.7777777777777778,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
27,472,1,1,3,4298,5,19,6,1,2,2,2,0,0,0.3333333333333333,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
49,1002,18,4,4,6804,1,15,7,0,7,7,1,7,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
34,878,10,4,4,3815,1,17,5,4,5,3,2,0,0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,905,19,2,3,2741,8,15,15,2,7,2,3,7,0,0.4666666666666667,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
38,1180,29,1,2,6673,7,19,17,2,1,0,0,0,1,0.058823529411764705,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29,121,27,3,2,7639,1,22,10,3,10,4,1,9,1,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,1136,5,3,4,2328,1,16,4,2,4,2,2,2,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,635,18,1,2,2153,1,13,8,2,8,1,1,7,0,1.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,1151,9,5,4,4876,9,14,5,5,3,2,0,2,0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,644,1,4,4,9396,7,16,17,3,4,2,0,3,0,0.23529411764705882,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,1045,4,4,4,10400,1,11,14,2,14,8,9,8,1,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,829,1,1,3,8474,1,22,12,2,11,8,5,8,0,0.9166666666666666,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,1242,20,3,4,9981,1,14,7,2,7,7,0,7,0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
51,1469,8,4,2,12490,5,16,16,5,10,9,4,7,0,0.625,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
30,1005,3,3,4,2657,5,11,8,5,5,2,0,4,1,0.625,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
41,896,6,3,4,13591,3,18,16,3,1,0,0,0,0,0.0625,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
30,334,26,4,3,6696,5,15,9,5,6,3,0,1,1,0.6666666666666666,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,992,1,3,3,2058,0,14,7,1,6,2,1,5,1,0.8571428571428571,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
45,1052,6,3,4,8865,6,12,23,2,19,7,12,8,0,0.8260869565217391,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54,1147,3,3,4,5940,2,14,16,4,6,2,0,5,0,0.375,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,1396,5,2,4,5914,8,16,16,3,13,11,3,7,0,0.8125,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
33,147,4,4,3,2622,6,21,7,3,3,2,1,1,0,0.42857142857142855,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,663,11,3,2,12185,1,14,10,1,10,8,0,7,0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
38,119,3,3,1,10609,0,12,17,6,16,10,5,13,0,0.9411764705882353,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
31,979,1,4,3,4345,0,12,6,2,5,4,1,4,0,0.8333333333333334,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
59,142,3,3,3,2177,3,17,7,6,1,0,0,0,0,0.14285714285714285,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
37,319,4,4,1,2793,4,17,13,2,9,8,5,8,0,0.6923076923076923,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,1413,1,1,2,7918,1,14,11,5,11,10,4,1,0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,944,1,3,3,8789,1,14,10,3,10,7,0,8,0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,896,18,1,3,2389,1,13,4,3,4,3,0,1,1,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
52,1323,2,3,3,3212,7,15,6,3,2,2,2,2,0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,532,4,2,3,19232,1,11,22,3,22,17,11,15,0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
59,818,6,2,2,2267,8,17,7,2,2,2,2,2,0,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
50,854,1,4,4,19517,3,11,32,3,7,0,0,6,0,0.21875,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,813,14,3,3,2436,5,13,8,2,5,4,0,4,1,0.625,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
43,1034,16,3,4,16064,5,22,22,3,17,13,1,9,0,0.7727272727272727,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
33,465,2,2,1,2707,7,20,13,3,9,7,1,7,1,0.6923076923076923,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52,771,2,4,1,19068,1,18,33,2,33,7,15,12,0,1.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
32,1401,4,2,3,3931,2,11,6,5,4,3,1,2,0,0.6666666666666666,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32,515,1,3,4,3730,0,14,4,2,3,2,1,2,1,0.75,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
39,1431,1,4,3,2232,7,14,7,1,3,2,1,2,0,0.42857142857142855,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,976,26,4,3,4465,0,18,4,2,3,2,2,2,0,0.75,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
41,1411,19,2,3,3072,2,16,17,2,1,0,0,0,0,0.058823529411764705,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40,1300,24,2,1,3319,1,17,9,3,9,8,4,7,0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
45,252,1,3,3,19202,0,11,25,2,24,0,1,7,0,0.96,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
31,1327,3,4,2,13675,9,12,9,3,2,2,2,2,0,0.2222222222222222,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,832,5,4,3,2911,1,13,2,2,2,2,0,2,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,470,2,4,4,5957,6,13,13,3,11,9,5,9,0,0.8461538461538461,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
37,1017,1,2,3,3920,2,14,17,2,3,1,0,2,0,0.17647058823529413,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,1199,7,4,1,6434,4,17,9,1,3,2,0,2,0,0.3333333333333333,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
37,504,10,3,1,10048,6,11,17,5,1,0,0,0,1,0.058823529411764705,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
39,505,2,4,3,10938,0,25,20,1,19,6,11,8,0,0.95,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,665,15,3,3,2340,1,19,6,1,6,5,1,5,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
42,916,17,2,4,6545,3,13,10,1,3,2,0,2,0,0.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
29,1247,20,2,4,6931,2,14,10,2,3,2,0,2,0,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25,685,1,3,1,4898,0,12,5,3,4,2,1,2,0,0.8,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
42,269,2,3,4,2593,0,11,10,4,9,6,7,8,0,0.9,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,1416,2,2,1,19436,0,19,22,5,21,7,3,9,0,0.9545454545454546,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
51,833,1,3,3,2723,1,11,1,0,1,0,0,0,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31,307,29,2,3,3479,0,11,6,2,5,4,1,4,1,0.8333333333333334,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
32,1311,7,3,2,2794,1,20,5,3,5,1,0,3,0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
38,1327,2,2,4,5249,3,18,13,0,8,7,7,5,0,0.6153846153846154,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
32,128,2,1,4,2176,4,13,9,5,6,2,0,4,0,0.6666666666666666,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
46,488,2,3,3,16872,3,12,28,2,7,7,7,7,0,0.25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
28,529,2,4,1,3485,2,11,5,5,0,0,0,0,1,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29,1210,2,3,1,6644,2,19,10,2,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
31,1463,23,3,2,5582,0,21,10,2,9,0,7,8,0,0.9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,675,5,2,2,4000,1,12,6,2,6,3,1,5,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,1385,20,2,3,13496,0,14,21,2,20,7,4,10,0,0.9523809523809523,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
36,1403,6,3,4,3210,0,11,16,4,15,13,10,11,0,0.9375,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
55,452,1,3,4,19045,0,14,37,2,36,10,4,13,0,0.972972972972973,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
47,666,29,4,1,11849,1,12,10,2,10,7,9,9,1,1.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
28,1158,9,3,4,2070,1,23,5,3,5,2,0,4,0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
37,228,6,4,3,6502,4,14,7,5,5,4,0,1,0,0.7142857142857143,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
21,996,3,2,4,3230,1,17,3,4,3,2,1,0,0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
37,728,1,4,1,13603,2,18,15,2,5,2,0,2,0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,1315,22,3,2,11996,7,18,10,6,7,7,6,2,0,0.7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,322,7,2,1,5605,1,24,8,3,8,0,7,7,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26,1479,1,3,3,6397,1,20,6,6,6,5,1,4,0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,797,4,1,1,19144,3,14,28,4,10,4,1,6,0,0.35714285714285715,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
53,1070,3,4,3,17584,3,16,21,5,5,3,1,3,0,0.23809523809523808,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
42,635,1,1,2,4907,1,25,20,3,20,16,11,6,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29,442,2,2,2,4554,1,18,10,3,10,7,0,9,0,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
55,147,20,2,2,5415,3,19,12,4,10,7,0,8,0,0.8333333333333334,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
26,496,11,2,1,4741,1,13,5,3,5,3,3,3,0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
37,1372,1,3,4,2115,1,12,17,3,17,12,5,7,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44,920,24,3,4,3161,3,22,19,0,1,0,0,0,1,0.05263157894736842,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
38,688,23,4,4,5745,9,14,10,2,2,2,1,2,0,0.2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,1449,16,4,1,2373,2,13,5,2,3,2,0,2,1,0.6,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
28,1117,8,2,4,3310,1,21,5,3,5,3,0,2,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49,636,10,4,3,18665,9,11,22,4,3,2,1,2,0,0.13636363636363635,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
36,506,3,3,3,4485,4,12,10,2,8,0,7,7,0,0.8,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
31,444,5,3,4,2789,1,11,2,5,2,2,2,2,0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,950,4,4,4,5828,1,12,8,0,8,7,7,4,1,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
37,889,9,3,2,2326,1,12,4,3,4,2,1,2,0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
42,555,26,3,3,13525,5,14,23,2,20,4,4,8,0,0.8695652173913043,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18,230,3,3,3,1420,1,13,0,2,0,0,0,0,1,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
35,1232,16,3,3,8020,0,15,12,3,11,9,6,9,0,0.9166666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
36,566,18,4,3,3688,4,18,4,2,1,0,0,0,0,0.25,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
51,1302,2,3,4,5482,5,18,13,3,4,1,1,2,0,0.3076923076923077,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
41,334,2,4,4,16015,1,19,22,2,22,10,0,4,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
18,812,10,3,4,1200,1,12,0,2,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,1476,16,2,2,5661,0,19,9,2,8,3,0,7,0,0.8888888888888888,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,218,7,3,2,6929,4,11,10,3,8,7,7,7,0,0.8,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
39,1132,1,3,3,9613,0,17,19,5,18,10,3,7,0,0.9473684210526315,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,1105,24,4,2,5674,7,15,11,3,9,8,0,8,0,0.8181818181818182,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32,906,7,3,4,5484,1,14,13,3,13,8,4,8,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,849,25,2,1,12061,3,17,19,2,10,8,0,1,0,0.5263157894736842,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
58,390,1,4,4,5660,2,13,12,2,5,3,1,2,0,0.4166666666666667,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31,691,5,4,3,4821,0,12,6,4,5,2,0,3,0,0.8333333333333334,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
31,106,2,3,1,6410,3,12,9,1,2,2,1,0,0,0.2222222222222222,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
45,1249,7,3,1,5210,1,18,24,2,24,9,9,11,0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31,192,2,4,3,2695,0,18,3,2,2,2,2,2,0,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,553,5,4,4,11878,6,11,12,2,10,6,8,8,0,0.8333333333333334,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,117,10,1,3,17068,1,14,21,3,21,9,11,10,0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
43,185,10,4,3,2455,0,19,9,5,8,7,1,7,0,0.8888888888888888,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
49,1091,1,2,3,13964,7,12,25,2,7,1,0,7,0,0.28,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
52,723,8,4,3,4941,2,15,11,3,8,2,7,7,1,0.7272727272727273,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,1220,5,3,3,2478,1,12,4,2,4,3,1,2,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
32,588,8,2,3,5228,1,11,13,2,13,12,11,9,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
27,1377,2,3,4,4478,1,11,5,3,5,4,0,4,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
31,691,7,3,4,7547,4,12,13,3,7,7,1,7,0,0.5384615384615384,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,1018,2,4,1,5055,7,16,10,0,7,7,0,7,0,0.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28,1157,2,4,1,3464,5,13,5,4,3,2,2,2,1,0.6,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
30,1275,28,2,4,5775,1,13,11,2,10,8,1,9,0,0.9090909090909091,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,798,7,2,3,8943,1,24,10,2,10,9,8,9,0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,672,7,2,3,19272,1,15,21,2,21,9,13,3,0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
39,1162,3,2,4,5238,4,18,12,3,1,0,0,0,1,0.08333333333333333,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
33,508,10,3,2,4682,3,14,9,6,7,7,0,1,0,0.7777777777777778,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
47,1482,5,5,4,18300,4,11,21,2,3,2,1,1,0,0.14285714285714285,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
43,559,10,4,3,5257,1,11,9,3,9,7,0,0,0,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,210,1,1,3,6349,0,13,6,0,5,4,1,4,0,0.8333333333333334,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
54,928,20,4,4,4869,3,12,20,4,4,3,0,3,0,0.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,1001,7,3,3,9985,8,16,10,1,1,0,0,0,0,0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,549,8,4,4,3697,9,14,12,3,10,9,9,8,0,0.8333333333333334,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
40,1124,1,2,2,7457,2,22,6,2,4,3,0,2,0,0.6666666666666666,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
29,318,8,4,2,2119,1,11,7,4,7,7,0,7,1,1.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
